product,image_name,source_reference,sha256,dataset_label,image_latitude,image_longitude,image_timestamp,cyclone_id,cyclone_name,ibtracs_timestamp,ibtracs_latitude,ibtracs_longitude,ibtracs_wind_knots,ibtracs_pressure_hpa,match_distance_deg,match_method,match_confidence,notes
reference,51(1).jpeg,51(1).jpeg,680bf62b8007950fed2f1323fa08efca3322c9d886bd931fe02cf40f1e8c2250,51.0,18.01,93.28,,2021267N18094,GULAB:SHAHEEN-GU,2021-09-24 00:00:00,18.1,93.3,,,0.092,embedded coordinates + year/nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,51.jpeg,51.jpeg,e58c2c2693697a9715030e7bb3ea08af3df186a92b15dfb4c39653f631e7b1f4,51.0,18.28,62.8,2014-06-13 04:15:00,2014164N18063,NOT_NAMED,2014-06-13 00:00:00,18.4,62.9,45.0,988.0,0.153,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,52(1).jpeg,52(1).jpeg,c99902fc9748a2dc0a8069bb7f55cebf38d4af2e5db915bed2dfc01705a6eb4e,52.0,18.31,72.83,2020-06-03 06:00:00,2020153N13072,NISARGA,2020-06-03 06:00:00,18.05,72.85,60.0,984.0,0.2607,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,52.jpeg,52.jpeg,5ece38b96c2fe1739f555e0ba5197bd9d5aeb5ccc09dfa8b9588a56026c3e297,52.0,14.18,57.78,,2018279N11069,LUBAN,2018-10-11 06:00:00,14.45,57.9,70.0,980.0,0.294,embedded coordinates + year/nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,53(1).jpeg,53(1).jpeg,7f2685cc4d33c9c483172ba665a7151ecb602fa81466f09cbb7ad0b0c9f4d4d8,53.0,11.55,83.77,,2018314N12093,GAJA,2018-11-14 21:00:00,11.8,83.4575,45.0,996.0,0.3953,embedded coordinates + year/nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,53(2).jpeg,53(2).jpeg,65f5efa0ff8c0518833b9341dfec823ab99a1564dd6bc1e0112426d14c66bbb2,53.0,12.9,72.6,2021-05-15 02:30:00,2021133N10071,TAUKTAE,2021-05-15 00:00:00,12.8,72.85,40.0,992.0,0.2634,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,53(3).jpeg,53(3).jpeg,e54812afd2364f6d8e11624bec0bbc39aeec2a03468579cd353af1f2faa05a92,53.0,16.3,89.7,2021-05-24 02:30:00,2021143N15090,YAAS,2021-05-24 00:00:00,16.15,89.75,35.0,990.0,0.1575,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,53.jpeg,53.jpeg,e54de7f7593642a11d7eb9c2e8bc1065c369c00c9cd616ecfa3d86636fc8697e,53.0,12.55,60.38,2018-10-09 03:30:00,2018279N11069,LUBAN,2018-10-09 00:00:00,12.8,60.5,45.0,994.0,0.2761,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,54.jpeg,54.jpeg,58dbe019891091e3bd7ee7ddd56db37c223e50d9c7bbca762ec5fd1be89067b0,54.0,15.13,53.75,2018-10-14 01:00:00,2018279N11069,LUBAN,2018-10-13 21:00:00,15.1963,53.2638,40.0,996.0,0.474,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,55(2).jpeg,55(2).jpeg,502be2af903fab4206d7a7c643c25656921510ad0531fc3076df24ca0fb74136,55.0,7.73,87.51,,2020335N06090,BUREVI,2020-11-30 03:00:00,7.60656,87.5782,25.0,1002.0,0.1407,embedded coordinates + year/nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,55.jpeg,55.jpeg,ffd6b99828e815a1c44ba10b54f38fb70dcf877cfb98168dcb7b9fc7b1aabbff,55.0,15.19,84.26,2013-11-20 04:00:00,2013322N13090,HELEN,2013-11-20 03:00:00,15.1,84.0675,35.0,1000.0,0.2064,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,56.jpeg,56.jpeg,d5c318a04792871b68ce69d89679132e6e15adcbc7ff5308ef658ac23e38b5a4,56.0,13.68,84.59,2013-12-09 04:00:00,2013339N09084,MADI,2013-12-09 00:00:00,13.85,84.65,65.0,986.0,0.1797,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,57(1).jpeg,57(1).jpeg,7a325f60eb44e54802735facb443f356d9dfc1bdae045ebab7a8ca3a3de55838,57.0,22.59,88.98,,2013149N21090,NOT_NAMED,2013-05-29 15:00:00,22.0,88.7,20.0,994.0,0.6442,embedded coordinates + year/nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,57(2).jpeg,57(2).jpeg,26df35e16240aa13f5a50605591252a12972f57567adc4e3de9fbc3a6591a56d,57.0,8.07,87.35,2019-04-29 03:00:00,2019116N02090,FANI,2019-04-28 21:00:00,8.38124,87.4075,45.0,992.0,0.3164,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,57.jpeg,57.jpeg,cb18d7b670c4f82508165ae1fbc8bf89b897c81bcf6e26750fd479b36e42f817,57.0,11.72,89.41,2013-11-26 04:00:00,2013324N07103,LEHAR,2013-11-26 06:00:00,12.6,89.6,70.0,982.0,0.8995,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,58(1).jpeg,58(1).jpeg,0567200dc847a3f88528a4b6bdb261d6198130de315fa9b29d86c7456b82c716,58.0,8.9,85.1,2018-12-15 02:00:00,2018347N07089,PHETHAI,2018-12-15 03:00:00,9.27875,85.4288,30.0,1001.0,0.499,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,58.jpeg,58.jpeg,8186118d3379e1cca3416bb345c393ab4566768f77d966e403283c53fd80121e,58.0,15.57,84.35,2013-12-10 03:30:00,2013339N09084,MADI,2013-12-10 09:00:00,15.5263,85.2263,65.0,988.0,0.8453,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,59(1).jpeg,59(1).jpeg,f1efcbd546efb5855b1a435d60995f2c4513a4968dae119e4089de0c5b5eae10,59.0,13.96,83.92,2013-12-09 10:00:00,2013339N09084,MADI,2013-12-09 06:00:00,14.3,84.7,65.0,986.0,0.8298,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,59(2).jpeg,59(2).jpeg,e8d9ee131c2f7c0e44bdc06d48194cfdaf3979ce51646b9aa91f17ad5117d288,59.0,10.55,72.98,2019-10-31 03:00:00,2019301N05081,MAHA,2019-10-30 21:00:00,10.6962,73.2774,40.0,998.0,0.3269,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,59.jpeg,59.jpeg,14f495a4a6cbd59bdc93b31934b641b0d44762c517120ad12846a9f838e90a1e,59.0,12.09,91.86,2013-11-25 04:00:00,2013324N07103,LEHAR,2013-11-25 06:00:00,11.95,91.85,55.0,988.0,0.1403,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,59_LUBAN.png,59_LUBAN.png,339fee7efbcc2f11880ae6a3297ae32793f9383e983b9a35e2b45db50369ed9b,,14.18,59.02,,2018279N11069,LUBAN,2018-10-10 06:00:00,14.2,58.95,75.0,978.0,0.0708,embedded composite filename/visual identity (LUBAN) + IBTrACS,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,60(1).jpeg,60(1).jpeg,61d33583082af439e066a30b53ba6409a5d5444672ad3c3146e17463bdf98eee,60.0,18.51,90.26,2017-05-29 10:30:00,2017147N14087,MORA,2017-05-29 09:00:00,18.2388,91.5612,45.0,986.0,1.2633,embedded timestamp (<=6h) + nearest IBTrACS position,MEDIUM,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,60(2).jpeg,60(2).jpeg,6eb44ec739a4565407a14f4000d6bceba2bfec56833752c1a9338f9a0bb7b0ca,60.0,8.41,73.62,2017-12-01 03:00:00,2017333N06082,OCKHI,2017-12-01 03:00:00,8.83254,73.7675,55.0,990.0,0.447,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,60.jpeg,60.jpeg,7e1ad8d2d649c9423ff5fea70fb4c723417b314982e4d4713807ca8d327a33f3,60.0,15.02,83.57,2013-11-20 09:30:00,2013322N13090,HELEN,2013-11-20 06:00:00,15.25,84.05,40.0,1000.0,0.5175,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,61(1).jpeg,61(1).jpeg,a893c80037f1f9b89292f728ff86b032ea29d0527a09b3dfc99d673ddc4195ec,61.0,12.37,84.56,,2016341N08092,VARDAH,2016-12-11 03:00:00,12.9964,84.3538,70.0,980.0,0.658,embedded coordinates + year/nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,61(2).jpeg,61(2).jpeg,cf4d647c083b04162cca7821f92253e36666450e6b5491775639b01ba2508115,61.0,14.63,56.55,,2018279N11069,LUBAN,2018-10-12 18:00:00,14.75,56.5,45.0,994.0,0.1294,embedded coordinates + year/nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,61.jpeg,61.jpeg,9eb1f082dba667cddad2d58d03fef7453c50e969b7f381f04be2b0efc747a5d2,61.0,12.77,49.86,2015-11-09 03:15:00,2015309N14067,MEGH,2015-11-09 06:00:00,12.25,49.55,80.0,978.0,0.6015,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,62.jpeg,62.jpeg,f0abda2a413767ec7ad27d3526347fe4cfa9f7e863812074e555d38a16f2d7d9,62.0,12.74,55.85,2015-11-08 03:15:00,2015309N14067,MEGH,2015-11-08 00:00:00,12.7,56.1,85.0,974.0,0.2471,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,63(1).jpeg,63(1).jpeg,01d0bbd9bc71d87d9930c2043e675924eb9dfda0b664d500608d4224a0ad827d,63.0,8.79,88.03,2018-12-14 07:30:00,2018347N07089,PHETHAI,2018-12-14 03:00:00,8.09999,87.4537,30.0,1002.0,0.8947,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,63(2).jpeg,63(2).jpeg,f9b97d491e1873cf1636b2756bd8d23d6610059a988367b90c8d63d66ede1327,63.0,13.5,73.3,,2021133N10071,TAUKTAE,2021-05-15 09:00:00,13.575,73.015,45.0,990.0,0.2871,embedded coordinates + year/nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,63.jpeg,63.jpeg,138bac65bff1966c17b8d7e3e13244a70d696c6fa80612536a854c1830cec319,63.0,17.1,92.33,2017-04-16 04:00:00,2017104N08085,MAARUTHA,2017-04-16 03:00:00,16.6463,92.4534,40.0,996.0,0.4688,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,64(1).jpeg,64(1).jpeg,540aecdc73d2b480a4196f365e9e558fea69467c5f39228e0a440c6ba5eaaa21,64.0,14.51,58.38,,2018279N11069,LUBAN,2018-10-10 18:00:00,14.5,58.4,75.0,978.0,0.0218,embedded coordinates + year/nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,64(2).jpeg,64(2).jpeg,c39ebb9084a180d8b87ef9111ff3b57b75d7b85d0a1833f4e6ab858cdf2ee76a,64.0,17.07,86.91,2019-11-08 03:30:00,2019302N11118,BULBUL:MATMO,2019-11-08 00:00:00,16.95,87.7,65.0,983.0,0.7647,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,visual/manual read from embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,64.jpeg,64.jpeg,478779bb634e35e45598961a7e67762710639720998e182488314b3966a07d27,64.0,20.8,89.6,2016-05-21 03:15:00,2016138N10081,ROANU,2016-05-21 00:00:00,20.85,89.4,45.0,983.0,0.1935,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,65(1).jpeg,65(1).jpeg,58dbe019891091e3bd7ee7ddd56db37c223e50d9c7bbca762ec5fd1be89067b0,,15.13,53.75,2018-10-14 01:00:00,2018279N11069,LUBAN,2018-10-13 21:00:00,15.1963,53.2638,40.0,996.0,0.474,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,65(2).jpeg,65(2).jpeg,7148bb40c4f9f0aaf1c811410f76dadb7167c8f89fec2ec0752391933ad16536,65.0,23.83,62.65,2021-10-02 03:00:00,2021267N18094,GULAB:SHAHEEN-GU,2021-10-01 21:00:00,23.7999,62.8287,60.0,984.0,0.1662,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,visual/manual read from embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,65(3).jpeg,65(3).jpeg,93e5bea407e5bfc52a71a70038d60f2c08ab41626e3d381e73cc70db3a6c12f3,65.0,18.2,88.0,2021-05-25 02:29:00,2021143N15090,YAAS,2021-05-25 03:00:00,18.425,88.4175,55.0,980.0,0.456,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,65.jpeg,65.jpeg,d6892dac130bbe55fe6cc9b26a3bd7163d2730dda1933749de9c10bd6b053369,65.0,12.3,88.74,2013-11-26 09:30:00,2013324N07103,LEHAR,2013-11-26 12:00:00,12.95,88.7,70.0,982.0,0.6512,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,66.jpeg,66.jpeg,6820d315664334294b8dbad3880f42e88e911cc0e96e416c5c06bc6445e9c71f,,20.36,64.63,,2014297N11062,NILOFAR,2014-10-30 15:00:00,20.3862,64.6425,,,0.0287,embedded coordinates + year/nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,67(1).jpeg,67(1).jpeg,1c3c8b1e36ec5c9b23897ac49a1d69c85b47caef161b6a462caf674698744e3c,67.0,17.25,90.75,2017-05-29 02:30:00,2017147N14087,MORA,2017-05-29 00:00:00,17.0,91.25,45.0,990.0,0.539,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,67.jpeg,67.jpeg,6820d315664334294b8dbad3880f42e88e911cc0e96e416c5c06bc6445e9c71f,67.0,20.36,64.63,,2014297N11062,NILOFAR,2014-10-30 15:00:00,20.3862,64.6425,,,0.0287,embedded coordinates + year/nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,67.png,67.png,339fee7efbcc2f11880ae6a3297ae32793f9383e983b9a35e2b45db50369ed9b,67.0,14.18,59.02,,2018279N11069,LUBAN,2018-10-10 06:00:00,14.2,58.95,75.0,978.0,0.0708,embedded composite filename/visual identity (LUBAN) + IBTrACS,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,68(1).jpeg,68(1).jpeg,8a15951f6a9f8da3a329157bc9f24c6ef51f7b010d7c90e42e251b4abae17835,,15.15,72.9,2021-05-16 03:00:00,2021133N10071,TAUKTAE,2021-05-16 00:00:00,15.0,72.75,65.0,979.0,0.2085,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,68.jpeg,68.jpeg,7228ce4f0938683e9a07f135b0cb8558a450eb3445f79c639a19d1407e6b4dbe,68.0,10.8,82.2,2020-11-25 03:30:00,2020327N08086,NIVAR,2020-11-25 00:00:00,10.6,82.2,60.0,986.0,0.2,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,69(1).jpeg,69(1).jpeg,bf34a05f604d4d8c944cf44636eabfb002d8aae4839a5f47aa8b50e408427608,69.0,18.9,88.15,2021-05-25 08:30:00,2021143N15090,YAAS,2021-05-25 06:00:00,18.8,88.2,60.0,978.0,0.1106,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,69.jpeg,69.jpeg,fe5775342a10b8969b763b83060178901a6f7e45dc531bde15b7d0b86cef3d6f,69.0,12.74,80.98,2016-12-12 03:00:00,2016341N08092,VARDAH,2016-12-12 06:00:00,13.2,80.8,70.0,975.0,0.4924,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,70.jpeg,70.jpeg,37901e9e97d365ac063a8b5311fbe2f6a868c95c21ce2c75e14cb17aa8bd32f8,70.0,15.8,61.6,2014-10-28 03:15:00,2014297N11062,NILOFAR,2014-10-28 03:00:00,15.76,61.6812,75.0,977.0,0.0878,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,73.jpeg,73.jpeg,72b8675bb21f1faea18f43ae340c505c3b2162e0ea4b6da91094c5b0ff61d04f,73.0,11.4,55.67,2018-05-23 03:30:00,2018136N11054,MEKUNU:SAGAR,2018-05-23 06:00:00,11.4,56.05,60.0,980.0,0.3725,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,74(1).jpeg,74(1).jpeg,a0c6ff1cf593cd23f209f785f4964c12624c06fc1c756da8b86c3a20ce5abe43,74.0,17.83,70.11,2019-06-12 03:30:00,2019160N11073,VAYU,2019-06-12 03:00:00,18.0037,70.1925,75.0,973.0,0.1906,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,74(2).jpeg,74(2).jpeg,ce8325e5876e04f6beb10364c43e6f3fbde0aefbccc4c4f76c69ab6b35ca174d,74.0,16.45,72.65,,2021133N10071,TAUKTAE,2021-05-16 09:00:00,16.2713,72.6725,70.0,976.0,0.18,embedded coordinates + year/nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,74.jpeg,74.jpeg,6990cb456f328e53b28ddf2f0d0315806f5752acf5ee65e4c5a86570463c20d7,74.0,14.6,62.2,2014-10-27 03:14:00,2014297N11062,NILOFAR,2014-10-27 00:00:00,14.75,62.4,55.0,990.0,0.2449,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,75.jpeg,75.jpeg,2fb2f89d730d9b7f71730b794e670fbfd6eaa1d1a2faf2294328c62f4242bef7,75.0,13.37,86.83,2020-05-18 04:00:00,2020136N10088,AMPHAN,2020-05-18 00:00:00,13.15,86.35,100.0,952.0,0.5162,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,77(1).jpeg,77(1).jpeg,4fff2d24fbc23e1c75888ac9b83226af238ea43dda0ae57c4e916d2aa8838c42,77.0,20.66,69.02,2019-06-03 05:00:00,2019160N11073,VAYU,2019-06-13 09:00:00,20.69,69.175,80.0,970.0,0.1481,embedded coordinates + year/nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,77.jpeg,77.jpeg,7e565b4df8b14487a4ef9727dffc2c7a5e52d2a7af3fcbf4e17277bbdd9ca99c,77.0,14.8,90.3,2014-10-10 03:30:00,2014279N11096,HUDHUD,2014-10-10 00:00:00,14.55,87.65,60.0,988.0,2.5743,embedded timestamp (<=6h) + nearest IBTrACS position,MEDIUM,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,81.jpeg,81.jpeg,88d3bea25554dd527d29d6062fb700bfaf7a7abcbfbf538f089a0793e1816bb6,81.0,13.16,51.9,2015-11-02 03:44:00,2015301N11065,CHAPALA,2015-11-02 03:00:00,13.2137,52.1501,95.0,960.0,0.2494,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,82(1).jpeg,82(1).jpeg,0ab32dcbf570497e4130e63a34405242b247d4d3aabf12d18c483e3c61d2c08b,82.0,19.8,71.3,2021-05-17 09:29:00,2021133N10071,TAUKTAE,2021-05-17 09:00:00,19.6199,71.45,100.0,950.0,0.2288,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,82.jpeg,82.jpeg,416a6f93d980c9bf07d0a1fecc35b25465161cfd4269c1865b86816b8718dc23,82.0,14.77,68.57,2017-12-04 08:30:00,2017333N06082,OCKHI,2017-12-04 06:00:00,14.8,68.7,65.0,986.0,0.1292,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,83(1).jpeg,83(1).jpeg,5a266392bb4d89c8883ff99b4d003833b28b8f8609d2881fae4a38509047ecf5,83.0,13.88,68.3,2017-12-04 03:00:00,2017333N06082,OCKHI,2017-12-03 21:00:00,13.9037,68.485,75.0,982.0,0.1812,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,83.jpeg,83.jpeg,88d3bea25554dd527d29d6062fb700bfaf7a7abcbfbf538f089a0793e1816bb6,,13.16,51.9,2015-11-02 03:44:00,2015301N11065,CHAPALA,2015-11-02 03:00:00,13.2137,52.1501,95.0,960.0,0.2494,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,84(1).jpeg,84(1).jpeg,d213ea9efae6d2ddf01cd0172e083b47fc0802e423aadeac4bb4a6a07c8e808d,84.0,18.98,61.94,,2014297N11062,NILOFAR,2014-10-29 09:00:00,18.8325,61.9813,90.0,968.0,0.1526,embedded coordinates + year/nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,84.jpeg,84.jpeg,d213ea9efae6d2ddf01cd0172e083b47fc0802e423aadeac4bb4a6a07c8e808d,84.0,18.98,61.94,,2014297N11062,NILOFAR,2014-10-29 09:00:00,18.8325,61.9813,90.0,968.0,0.1526,embedded coordinates + year/nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,85(1).jpeg,85(1).jpeg,f8a5d5e537a57fccbceac4a7f513ae5e66811c6de2571e9970b587a3820dc0f0,85.0,14.47,61.3,,2015301N11065,CHAPALA,2015-10-30 03:00:00,14.2288,61.4712,105.0,954.0,0.2927,embedded coordinates + year/nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,85(2).jpeg,85(2).jpeg,c4493f6ca15ad1e73634f1e8e52c3fe4e0cc65b2a19cf0cd4c99a5e4507aa6d9,85.0,14.1,59.1,,2015301N11065,CHAPALA,2015-10-31 03:00:00,13.7963,59.1575,110.0,946.0,0.3088,embedded coordinates + year/nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,85.jpeg,85.jpeg,fe193a57512af0f6178e14aebed2f53e224180c0ddfe211fd344e157b07644a3,85.0,15.8,86.3,2014-10-10 21:15:00,2014279N11096,HUDHUD,2014-10-10 18:00:00,15.6,86.3,75.0,978.0,0.2,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,86(1).jpeg,86(1).jpeg,18bc8a6a10121da6cba23038be041bfcbc18bb8225d90170921e5327ce320507,86.0,9.05,71.51,2017-12-02 03:30:00,2017333N06082,OCKHI,2017-12-02 00:00:00,9.45,71.5,80.0,978.0,0.4001,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,86(2).jpeg,86(2).jpeg,6de224ff7ecc6baef7ff129a7570d6a04acb1a5226995f123b64fa4bc795edc5,86.0,18.9,71.4,2021-05-17 03:00:00,2021133N10071,TAUKTAE,2021-05-17 03:00:00,18.7925,71.6,100.0,950.0,0.2176,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,86.jpeg,86.jpeg,a8fd61f7e62fa198e00f712cc82e7e2dcbd1d97675516e4e8a6e870520d798cc,86.0,13.6,56.4,2015-11-01 02:14:00,2015301N11065,CHAPALA,2015-11-01 00:00:00,13.65,56.4,105.0,950.0,0.05,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,87.jpeg,87.jpeg,41fe507e17cb6d3cd77c20c5d18899d6d71b440f328c0cc249310d7758540346,87.0,20.91,91.09,,2015207N22091,KOMEN,2015-07-29 00:00:00,20.95,91.1,30.0,990.0,0.0411,embedded coordinates + year/nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,94.jpeg,94.jpeg,6581e4127c9965dfbd6754019b058df4531b293ccac796bcf5b4352743c617e1,94.0,21.12,68.38,2019-06-14 03:30:00,2019160N11073,VAYU,2019-06-14 03:00:00,20.9825,68.4175,75.0,973.0,0.1419,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
reference,98.jpeg,98.jpeg,c8f9b8d16263c3e207c551fe830766786f8737f783cbce1692c4a7f1fb37ab4a,98.0,12.59,85.47,2019-04-30 03:30:00,2019116N02090,FANI,2019-04-30 06:00:00,12.7,85.75,80.0,970.0,0.2946,embedded timestamp (<=6h) + nearest IBTrACS position,HIGH,OCR of embedded annotation Dataset label copied from original CSV; not interpreted as wind speed.
